alignment_request_id,road_candidate_id,road_name_id,canonical_name,road_class_code,region_code,planning_status,current_geometry_status,current_geometry_reference,candidate_geometry_reference,record_role,candidate_status,source_basis,source_path_reference,source_sha256,runtime_effect_scope
NG-RDALIGN-REQ-000230,NG-RD-CAND-000230,NG-NAM-ROA-000230,Amberfield Plain Crossing,ACCESS,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000231,NG-RD-CAND-000231,NG-NAM-ROA-000231,Kestrel Orchard Road,SERVICE,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000232,NG-RD-CAND-000232,NG-NAM-ROA-000232,Kestrel Mill Street,LOCAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000233,NG-RD-CAND-000233,NG-NAM-ROA-000233,North Windcross Avenue,MUNICIPAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000234,NG-RD-CAND-000234,NG-NAM-ROA-000234,Windcross Acres Lane,DISTRICT,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000235,NG-RD-CAND-000235,NG-NAM-ROA-000235,Talewood Meadow Drive,REGIONAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000236,NG-RD-CAND-000236,NG-NAM-ROA-000236,Talewood Gate Way,RURAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000237,NG-RD-CAND-000237,NG-NAM-ROA-000237,West Broadacre Boulevard,ACCESS,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000238,NG-RD-CAND-000238,NG-NAM-ROA-000238,Broadacre Granary Highway,SERVICE,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000239,NG-RD-CAND-000239,NG-NAM-ROA-000239,Eastbarrow Ridge Junction,LOCAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000240,NG-RD-CAND-000240,NG-NAM-ROA-000240,Eastbarrow Silo Crossing,MUNICIPAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000241,NG-RD-CAND-000241,NG-NAM-ROA-000241,Lower Solvek Road,DISTRICT,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000242,NG-RD-CAND-000242,NG-NAM-ROA-000242,Solvek Brook Street,REGIONAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000243,NG-RD-CAND-000243,NG-NAM-ROA-000243,Ashkar Vineyard Avenue,RURAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000244,NG-RD-CAND-000244,NG-NAM-ROA-000244,Ashkar Lane Lane,ACCESS,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000245,NG-RD-CAND-000245,NG-NAM-ROA-000245,Upper Harrowfield Drive,SERVICE,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000246,NG-RD-CAND-000246,NG-NAM-ROA-000246,Harrowfield Homestead Way,LOCAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000247,NG-RD-CAND-000247,NG-NAM-ROA-000247,Cidergate Cider Field Boulevard,MUNICIPAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000248,NG-RD-CAND-000248,NG-NAM-ROA-000248,Cidergate Hill Highway,DISTRICT,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000249,NG-RD-CAND-000249,NG-NAM-ROA-000249,Westervale Vale Junction,REGIONAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000250,NG-RD-CAND-000250,NG-NAM-ROA-000250,Westervale Station Crossing,RURAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000251,NG-RD-CAND-000251,NG-NAM-ROA-000251,Harvest Cross Road,ACCESS,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000252,NG-RD-CAND-000252,NG-NAM-ROA-000252,Millers' Gate Street,SERVICE,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000253,NG-RD-CAND-000253,NG-NAM-ROA-000253,Kestrel Market Avenue,LOCAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000254,NG-RD-CAND-000254,NG-NAM-ROA-000254,Orchard Exchange Lane,MUNICIPAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000255,NG-RD-CAND-000255,NG-NAM-ROA-000255,Old Silo Drive,DISTRICT,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000256,NG-RD-CAND-000256,NG-NAM-ROA-000256,Vondara AgroTech Park Way,REGIONAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000257,NG-RD-CAND-000257,NG-NAM-ROA-000257,Kestrel Freight Estate Boulevard,RURAL,NGR-03,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000258,NG-RD-CAND-000258,NG-NAM-ROA-000258,Silvermere Highway,ACCESS,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000259,NG-RD-CAND-000259,NG-NAM-ROA-000259,Nyandor Junction,SERVICE,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000260,NG-RD-CAND-000260,NG-NAM-ROA-000260,Reedhaven Crossing,LOCAL,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000261,NG-RD-CAND-000261,NG-NAM-ROA-000261,Lakemarch Road,MUNICIPAL,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000262,NG-RD-CAND-000262,NG-NAM-ROA-000262,Silvermere Central Street,DISTRICT,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000263,NG-RD-CAND-000263,NG-NAM-ROA-000263,Lakefront Exchange Avenue,REGIONAL,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000264,NG-RD-CAND-000264,NG-NAM-ROA-000264,Reedbank Ward Lane,RURAL,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000265,NG-RD-CAND-000265,NG-NAM-ROA-000265,Canal Quarter Drive,ACCESS,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000266,NG-RD-CAND-000266,NG-NAM-ROA-000266,Old Ferry Way,SERVICE,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000267,NG-RD-CAND-000267,NG-NAM-ROA-000267,Civic Isles Boulevard,LOCAL,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000268,NG-RD-CAND-000268,NG-NAM-ROA-000268,Museum Reach Highway,MUNICIPAL,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000269,NG-RD-CAND-000269,NG-NAM-ROA-000269,West Quays Junction,DISTRICT,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000270,NG-RD-CAND-000270,NG-NAM-ROA-000270,Bluewater Crossing,REGIONAL,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000271,NG-RD-CAND-000271,NG-NAM-ROA-000271,Nyarin Gardens Road,RURAL,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000272,NG-RD-CAND-000272,NG-NAM-ROA-000272,Heron Park Street,ACCESS,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000273,NG-RD-CAND-000273,NG-NAM-ROA-000273,Willowmere Avenue,SERVICE,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000274,NG-RD-CAND-000274,NG-NAM-ROA-000274,Canalview Lane,LOCAL,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000275,NG-RD-CAND-000275,NG-NAM-ROA-000275,Lakeside North Drive,MUNICIPAL,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000276,NG-RD-CAND-000276,NG-NAM-ROA-000276,Pearlbank Way,DISTRICT,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000277,NG-RD-CAND-000277,NG-NAM-ROA-000277,Mistral Court Boulevard,REGIONAL,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
NG-RDALIGN-REQ-000278,NG-RD-CAND-000278,NG-NAM-ROA-000278,Fenwick Highway,RURAL,NGR-04,RESERVED_REFERENCE,UNMAPPED_PENDING_CONSTRUCTION_OR_SURVEY,,,ROAD_ALIGNMENT_REQUIREMENT,PENDING_PHYSICAL_ALIGNMENT_ANALYSIS,Derived governed road name catalogue,data/novegeo/nngla/geometry-roads-addresses/source/06_roads_addresses/road_reference_candidates.csv,ae4e334fad728bb676f38d1bda2f3504cdc7ee86db9d8c66ec7455949bf55339,SHARED_REFERENCE
