settlement_name_record_id,source_place_code,canonical_name,ascii_name,place_slug,place_type_code,settlement_scale,urbanity,parent_source_place_code,major_city_source_place_code,region_code,region_name,country_code_sim,is_national_capital,is_regional_anchor,terrain_zone_code,location_character,dominant_function,property_context_tags,naming_origin,naming_influence,nickname,nickname_reason,naming_status_code,feature_lifecycle_status_code,spatial_assignment_status,source_created_on,source_basis,source_dataset_id,runtime_effect_scope,record_status
NG-NAM-SET-000204,NGP-000204,Talewood,Talewood,talewood,TOWN,secondary_urban,urban,NGP-000175,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Regional trade centre,trade,houses|apartments|commercial_plots|retail|warehouses,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000205,NGP-000205,Broadacre,Broadacre,broadacre,TOWN,secondary_urban,urban,NGP-000175,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Regional logistics centre,logistics,houses|apartments|commercial_plots|retail|warehouses,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000206,NGP-000206,Eastbarrow,Eastbarrow,eastbarrow,TOWN,secondary_urban,urban,NGP-000175,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Regional education centre,education,houses|apartments|commercial_plots|retail|warehouses,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000207,NGP-000207,Solvek,Solvek,solvek,TOWN,secondary_urban,urban,NGP-000176,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Regional agriculture centre,agriculture,houses|apartments|commercial_plots|retail|warehouses,tribal_influenced,Vondoria,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000208,NGP-000208,Ashkar,Ashkar,ashkar,TOWN,secondary_urban,urban,NGP-000176,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Regional food processing centre,food_processing,houses|apartments|commercial_plots|retail|warehouses,tribal_influenced,Ash'Tekka,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000209,NGP-000209,Harrowfield,Harrowfield,harrowfield,TOWN,secondary_urban,urban,NGP-000176,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Regional trade centre,trade,houses|apartments|commercial_plots|retail|warehouses,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000210,NGP-000210,Cidergate,Cidergate,cidergate,TOWN,secondary_urban,urban,NGP-000176,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Regional logistics centre,logistics,houses|apartments|commercial_plots|retail|warehouses,neutral_civic_or_planned,National civic lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000211,NGP-000211,Westervale,Westervale,westervale,TOWN,secondary_urban,urban,NGP-000176,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Regional education centre,education,houses|apartments|commercial_plots|retail|warehouses,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000212,NGP-000212,Vondel Junction,Vondel Junction,vondel-junction,TOWNSHIP,small_urban,peri_urban,NGP-000174,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Peri-urban township serving Greenbarrow,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,tribal_influenced,Vondoria,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000213,NGP-000213,Meadow Junction,Meadow Junction,meadow-junction,TOWNSHIP,small_urban,peri_urban,NGP-000174,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Peri-urban township serving Greenbarrow,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000214,NGP-000214,Grainview,Grainview,grainview,TOWNSHIP,small_urban,peri_urban,NGP-000174,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Peri-urban township serving Greenbarrow,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000215,NGP-000215,Kestrel East,Kestrel East,kestrel-east,TOWNSHIP,small_urban,peri_urban,NGP-000175,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Peri-urban township serving Kestrel Plain,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000216,NGP-000216,Windmill Row,Windmill Row,windmill-row,TOWNSHIP,small_urban,peri_urban,NGP-000175,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Peri-urban township serving Kestrel Plain,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000217,NGP-000217,Broadacre South,Broadacre South,broadacre-south,TOWNSHIP,small_urban,peri_urban,NGP-000175,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Peri-urban township serving Kestrel Plain,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000218,NGP-000218,Solmere Gate,Solmere Gate,solmere-gate,TOWNSHIP,small_urban,peri_urban,NGP-000176,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Peri-urban township serving Solmere,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000219,NGP-000219,Ashkar Cross,Ashkar Cross,ashkar-cross,TOWNSHIP,small_urban,peri_urban,NGP-000176,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Peri-urban township serving Solmere,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,tribal_influenced,Ash'Tekka,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000220,NGP-000220,Cider Station,Cider Station,cider-station,TOWNSHIP,small_urban,peri_urban,NGP-000176,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Peri-urban township serving Solmere,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,historic_trade_or_occupation,Regional trade lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000221,NGP-000221,Lower Vondel,Lower Vondel,lower-vondel,VILLAGE,rural_settlement,rural,NGP-000197,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Vondel,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,tribal_influenced,Vondoria,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000222,NGP-000222,Vondel Fields,Vondel Fields,vondel-fields,VILLAGE,rural_settlement,rural,NGP-000197,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Vondel,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,tribal_influenced,Vondoria,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000223,NGP-000223,Upper Meadowrun,Upper Meadowrun,upper-meadowrun,VILLAGE,rural_settlement,rural,NGP-000198,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Meadowrun,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000224,NGP-000224,Meadowrun Grove,Meadowrun Grove,meadowrun-grove,VILLAGE,rural_settlement,rural,NGP-000198,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Meadowrun,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000225,NGP-000225,East Grainford,East Grainford,east-grainford,VILLAGE,rural_settlement,rural,NGP-000199,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Grainford,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000226,NGP-000226,Grainford Farm,Grainford Farm,grainford-farm,VILLAGE,rural_settlement,rural,NGP-000199,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Grainford,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000227,NGP-000227,Old Solhaven,Old Solhaven,old-solhaven,VILLAGE,rural_settlement,rural,NGP-000200,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Solhaven,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000228,NGP-000228,Solhaven Cross,Solhaven Cross,solhaven-cross,VILLAGE,rural_settlement,rural,NGP-000200,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Solhaven,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,neutral_civic_or_planned,National civic lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000229,NGP-000229,South Amberfield,South Amberfield,south-amberfield,VILLAGE,rural_settlement,rural,NGP-000201,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Amberfield,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000230,NGP-000230,Amberfield Plain,Amberfield Plain,amberfield-plain,VILLAGE,rural_settlement,rural,NGP-000201,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Amberfield,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000231,NGP-000231,Kestrel Orchard,Kestrel Orchard,kestrel-orchard,VILLAGE,rural_settlement,rural,NGP-000202,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Kestrel,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000232,NGP-000232,Kestrel Mill,Kestrel Mill,kestrel-mill,VILLAGE,rural_settlement,rural,NGP-000202,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Kestrel,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000233,NGP-000233,North Windcross,North Windcross,north-windcross,VILLAGE,rural_settlement,rural,NGP-000203,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Windcross,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000234,NGP-000234,Windcross Acres,Windcross Acres,windcross-acres,VILLAGE,rural_settlement,rural,NGP-000203,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Windcross,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000235,NGP-000235,Talewood Meadow,Talewood Meadow,talewood-meadow,VILLAGE,rural_settlement,rural,NGP-000204,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Talewood,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000236,NGP-000236,Talewood Gate,Talewood Gate,talewood-gate,VILLAGE,rural_settlement,rural,NGP-000204,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Talewood,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000237,NGP-000237,West Broadacre,West Broadacre,west-broadacre,VILLAGE,rural_settlement,rural,NGP-000205,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Broadacre,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000238,NGP-000238,Broadacre Granary,Broadacre Granary,broadacre-granary,VILLAGE,rural_settlement,rural,NGP-000205,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Broadacre,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000239,NGP-000239,Eastbarrow Ridge,Eastbarrow Ridge,eastbarrow-ridge,VILLAGE,rural_settlement,rural,NGP-000206,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Eastbarrow,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000240,NGP-000240,Eastbarrow Silo,Eastbarrow Silo,eastbarrow-silo,VILLAGE,rural_settlement,rural,NGP-000206,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Eastbarrow,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000241,NGP-000241,Lower Solvek,Lower Solvek,lower-solvek,VILLAGE,rural_settlement,rural,NGP-000207,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Solvek,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,tribal_influenced,Vondoria,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000242,NGP-000242,Solvek Brook,Solvek Brook,solvek-brook,VILLAGE,rural_settlement,rural,NGP-000207,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Solvek,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,tribal_influenced,Vondoria,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000243,NGP-000243,Ashkar Vineyard,Ashkar Vineyard,ashkar-vineyard,VILLAGE,rural_settlement,rural,NGP-000208,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Ashkar,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,tribal_influenced,Ash'Tekka,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000244,NGP-000244,Ashkar Lane,Ashkar Lane,ashkar-lane,VILLAGE,rural_settlement,rural,NGP-000208,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Ashkar,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,tribal_influenced,Ash'Tekka,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000245,NGP-000245,Upper Harrowfield,Upper Harrowfield,upper-harrowfield,VILLAGE,rural_settlement,rural,NGP-000209,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Harrowfield,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000246,NGP-000246,Harrowfield Homestead,Harrowfield Homestead,harrowfield-homestead,VILLAGE,rural_settlement,rural,NGP-000209,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Harrowfield,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000247,NGP-000247,Cidergate Cider Field,Cidergate Cider Field,cidergate-cider-field,VILLAGE,rural_settlement,rural,NGP-000210,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Cidergate,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000248,NGP-000248,Cidergate Hill,Cidergate Hill,cidergate-hill,VILLAGE,rural_settlement,rural,NGP-000210,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Cidergate,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000249,NGP-000249,Westervale Vale,Westervale Vale,westervale-vale,VILLAGE,rural_settlement,rural,NGP-000211,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Westervale,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000250,NGP-000250,Westervale Station,Westervale Station,westervale-station,VILLAGE,rural_settlement,rural,NGP-000211,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Rural community linked to Westervale,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,historic_trade_or_occupation,Regional trade lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000251,NGP-000251,Harvest Cross,Harvest Cross,harvest-cross,MARKET_CENTRE,rural_service_node,peri_urban,NGP-000197,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Market and service node linked to Vondel,retail_trade_and_rural_services,retail_units|mixed_use_buildings|storage|small_warehouses,neutral_civic_or_planned,National civic lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000252,NGP-000252,Millers' Gate,Millers' Gate,millers-gate,MARKET_CENTRE,rural_service_node,peri_urban,NGP-000200,NGP-000173,NGR-03,Vondrel Plateau,NVG,false,false,agricultural_plateau,Market and service node linked to Solhaven,retail_trade_and_rural_services,retail_units|mixed_use_buildings|storage|small_warehouses,neutral_civic_or_planned,National civic lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
