citizen_house_design_id,citizen_house_design_code,primary_compatible_terrain_zone,compatible_terrain_zones,minimum_plot_area_sqm,suitable_ground_conditions,unsuitable_ground_conditions,maximum_site_slope_percent,minimum_floor_clearance_mm,flood_resilience_level,wind_resistance_level,drainage_requirement,site_inspection_requirement,physical_property_id_issue_stage,source_catalogue_sha256
019ff0b1-9e72-73e6-b3ef-5f2f6c6d82d4,NCH-000058-8,lake_and_wetland_basin,lake_and_wetland_basin|gulf_estuary_and_industrial_coast,350,seasonally_saturated_soil|shallow_soft_mud|assessed_floodplain_above_active_channel,unassessed_deep_peat|active_scour_channel|unstable_eroding_bank,3,1500,high,moderate,raised_floor_with_open_flow_path_and_directed_roof_runoff,mandatory_geotechnical_hydrology_and_structural_review,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e74-7dcd-8cbb-4a3a59e55024,NCH-000059-6,lake_and_wetland_basin,lake_and_wetland_basin|gulf_estuary_and_industrial_coast,700,seasonally_saturated_soil|shallow_soft_mud|assessed_floodplain_above_active_channel,unassessed_deep_peat|active_scour_channel|unstable_eroding_bank,3,1700,high,moderate,raised_floor_with_open_flow_path_and_directed_roof_runoff,mandatory_geotechnical_hydrology_and_structural_review,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e76-769c-a62d-d9d81000b5e5,NCH-000060-4,lake_and_wetland_basin,lake_and_wetland_basin|gulf_estuary_and_industrial_coast,560,seasonally_saturated_soil|shallow_soft_mud|assessed_floodplain_above_active_channel,unassessed_deep_peat|active_scour_channel|unstable_eroding_bank,3,1700,high,moderate,raised_floor_with_open_flow_path_and_directed_roof_runoff,mandatory_geotechnical_hydrology_and_structural_review,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e78-7d98-9617-fff0e5b35dac,NCH-000061-2,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,80,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,12,450,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e7a-7ee5-a56e-61d3a0b854c6,NCH-000062-0,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,110,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,12,450,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e7c-7e33-ad6b-2803f97d8a3a,NCH-000063-8,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,140,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,12,525,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e7e-742a-bbd5-d404deffafbe,NCH-000064-6,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,190,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,12,525,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e80-7cec-a97d-393396813c79,NCH-000065-3,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,230,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,12,525,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e82-7cf0-9d1f-00cc22fcb5e6,NCH-000066-1,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,285,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,12,600,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,trained_site_assessor_and_foundation_check_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e84-7eee-a953-8527583bac74,NCH-000067-9,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,315,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,12,600,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,trained_site_assessor_and_foundation_check_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e86-7db2-a8c1-cef5357be9b0,NCH-000068-7,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,350,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,12,600,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,trained_site_assessor_and_foundation_check_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e88-79b1-85d5-6cb4ff4c719e,NCH-000069-5,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,420,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,12,600,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,trained_site_assessor_and_foundation_check_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e8a-7a7d-8570-0954ce97eed2,NCH-000070-3,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,470,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,10,675,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e8c-785c-a58a-82610122145f,NCH-000071-1,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,450,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,10,675,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e8e-74d0-8d9d-92850424b657,NCH-000072-9,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,540,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,10,675,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e90-7d55-b327-325777473599,NCH-000073-7,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,350,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,10,675,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e92-736e-85a7-35b1992a35a8,NCH-000074-5,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,700,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,10,750,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e94-7491-a517-9f596ec9c366,NCH-000075-2,rainforest_corridor,rainforest_corridor|eastern_coastal_plain,560,firm_wet_tropical_soil|well_drained_ridge_soil|assessed_forest_clearing,root_plate_instability|active_landslip|permanently_saturated_unassessed_soil,10,750,moderate,moderate,deep_eaves_gutters_and_raised_plinth_with_perimeter_drain,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e96-7535-a3ba-04f221ecbdc8,NCH-000076-0,semi_arid_savanna,semi_arid_savanna|central_plateau,80,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,8,180,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e98-7e67-904a-23761206e5a8,NCH-000077-8,semi_arid_savanna,semi_arid_savanna|central_plateau,110,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,8,180,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e9a-7566-a7c7-f2169a576feb,NCH-000078-6,semi_arid_savanna,semi_arid_savanna|central_plateau,140,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,8,205,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e9c-7227-8318-5ff1c9aa1647,NCH-000079-4,semi_arid_savanna,semi_arid_savanna|central_plateau,190,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,8,205,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9e9e-7515-aacd-6008b2f24d0a,NCH-000080-2,semi_arid_savanna,semi_arid_savanna|central_plateau,230,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,8,205,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ea0-7141-a2ff-db631fa5ddc9,NCH-000081-0,semi_arid_savanna,semi_arid_savanna|central_plateau,285,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,8,230,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,trained_site_assessor_and_foundation_check_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ea2-7163-9572-9754f099b8ad,NCH-000082-8,semi_arid_savanna,semi_arid_savanna|central_plateau,315,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,8,230,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,trained_site_assessor_and_foundation_check_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ea4-7736-a607-0805c22748fd,NCH-000083-6,semi_arid_savanna,semi_arid_savanna|central_plateau,350,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,8,230,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,trained_site_assessor_and_foundation_check_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ea6-7d7d-930e-1d4b60d18281,NCH-000084-4,semi_arid_savanna,semi_arid_savanna|central_plateau,420,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,8,230,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,trained_site_assessor_and_foundation_check_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ea8-7044-96b5-024399ce7e49,NCH-000085-1,semi_arid_savanna,semi_arid_savanna|central_plateau,470,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,6,255,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9eaa-7e58-bc2d-75360d82ef48,NCH-000086-9,semi_arid_savanna,semi_arid_savanna|central_plateau,450,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,6,255,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9eac-7722-96b7-3017ae239540,NCH-000087-7,semi_arid_savanna,semi_arid_savanna|central_plateau,540,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,6,255,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9eae-70c1-ab47-e51646f5686b,NCH-000088-5,semi_arid_savanna,semi_arid_savanna|central_plateau,350,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,6,255,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9eb0-73bf-83c9-a8f16e7b47bc,NCH-000089-3,semi_arid_savanna,semi_arid_savanna|central_plateau,700,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,6,280,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9eb2-7670-afcf-97d9abe6ab88,NCH-000090-1,semi_arid_savanna,semi_arid_savanna|central_plateau,560,firm_dry_soil|compacted_sandy_gravel|stable_calcrete,active_dune_face|flash_flood_channel|collapsible_unassessed_soil,6,280,flash_flood_aware,high,raised_plinth_and_diversion_swale_clear_of_flash_flood_paths,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9eb4-7186-b4a8-c7850c9b9a86,NCH-000091-9,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,80,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,7,350,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9eb6-7d10-9308-207c3d2fe2f2,NCH-000092-7,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,110,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,7,350,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9eb8-7c44-961c-ac8391e99054,NCH-000093-5,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,140,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,7,375,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9eba-7863-803c-0dd1c46d7f0e,NCH-000094-3,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,190,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,7,375,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ebc-7cd4-ba4d-c7e68986b8dc,NCH-000095-0,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,230,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,7,375,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,community_site_check_and_basic_safety_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ebe-7030-aa5b-33e8b9f69288,NCH-000096-8,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,285,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,7,400,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,trained_site_assessor_and_foundation_check_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ec0-7f85-b7d9-24efe1b4fd01,NCH-000097-6,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,315,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,7,400,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,trained_site_assessor_and_foundation_check_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ec2-7d4d-bf3f-8a6b3fbd57d0,NCH-000098-4,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,350,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,7,400,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,trained_site_assessor_and_foundation_check_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ec4-7f84-bf44-e687d15ca712,NCH-000099-2,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,420,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,7,400,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,trained_site_assessor_and_foundation_check_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ec6-7bf8-a3fc-eabae5f0f8da,NCH-000100-8,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,470,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,5,425,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ec8-7bc4-a2cc-b26311cd0567,NCH-000101-6,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,450,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,5,425,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9eca-77c5-bef7-a5eac8c8d33d,NCH-000102-4,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,540,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,5,425,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ecc-74cd-b08a-0b234936facf,NCH-000103-2,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,350,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,5,425,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ece-77e7-8528-7c35c6e44fbb,NCH-000104-0,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,700,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,5,450,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ed0-7d9b-908b-96a2bb53dd8c,NCH-000105-7,eastern_coastal_plain,eastern_coastal_plain|gulf_estuary_and_industrial_coast,560,firm_coastal_sand_above_erosion_setback|stable_limestone_soil|well_drained_coastal_plain,active_beach_erosion_zone|unassessed_loose_dune|tidal_inundation_zone,5,450,moderate,high,raised_plinth_gutters_and_outfall_away_from_foundation,geotechnical_and_structural_review_required,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ed2-74f5-bee8-35aa6c00ad10,NCH-000106-5,gulf_estuary_and_industrial_coast,gulf_estuary_and_industrial_coast|lake_and_wetland_basin,80,assessed_estuary_silt|shallow_soft_mud|saline_ground_with_engineered_foundation,active_tidal_channel|unassessed_deep_mud|unstable_eroding_mangrove_edge,4,1000,high,high,elevated_open_flow_path_with_tidal_backflow_protection,mandatory_geotechnical_hydrology_and_structural_review,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ed4-7202-9994-0433bb220ab0,NCH-000107-3,gulf_estuary_and_industrial_coast,gulf_estuary_and_industrial_coast|lake_and_wetland_basin,110,assessed_estuary_silt|shallow_soft_mud|saline_ground_with_engineered_foundation,active_tidal_channel|unassessed_deep_mud|unstable_eroding_mangrove_edge,4,1000,high,high,elevated_open_flow_path_with_tidal_backflow_protection,mandatory_geotechnical_hydrology_and_structural_review,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ed6-723c-8f00-6d3e4da1dce4,NCH-000108-1,gulf_estuary_and_industrial_coast,gulf_estuary_and_industrial_coast|lake_and_wetland_basin,140,assessed_estuary_silt|shallow_soft_mud|saline_ground_with_engineered_foundation,active_tidal_channel|unassessed_deep_mud|unstable_eroding_mangrove_edge,4,1200,high,high,elevated_open_flow_path_with_tidal_backflow_protection,mandatory_geotechnical_hydrology_and_structural_review,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9ed8-77b1-825e-33a9f917b4b5,NCH-000109-9,gulf_estuary_and_industrial_coast,gulf_estuary_and_industrial_coast|lake_and_wetland_basin,190,assessed_estuary_silt|shallow_soft_mud|saline_ground_with_engineered_foundation,active_tidal_channel|unassessed_deep_mud|unstable_eroding_mangrove_edge,4,1200,high,high,elevated_open_flow_path_with_tidal_backflow_protection,mandatory_geotechnical_hydrology_and_structural_review,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9eda-7389-b356-c1a2087281cd,NCH-000110-7,gulf_estuary_and_industrial_coast,gulf_estuary_and_industrial_coast|lake_and_wetland_basin,230,assessed_estuary_silt|shallow_soft_mud|saline_ground_with_engineered_foundation,active_tidal_channel|unassessed_deep_mud|unstable_eroding_mangrove_edge,4,1200,high,high,elevated_open_flow_path_with_tidal_backflow_protection,mandatory_geotechnical_hydrology_and_structural_review,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
019ff0b1-9edc-7666-a8c8-14f350793834,NCH-000111-5,gulf_estuary_and_industrial_coast,gulf_estuary_and_industrial_coast|lake_and_wetland_basin,285,assessed_estuary_silt|shallow_soft_mud|saline_ground_with_engineered_foundation,active_tidal_channel|unassessed_deep_mud|unstable_eroding_mangrove_edge,4,1400,high,high,elevated_open_flow_path_with_tidal_backflow_protection,mandatory_geotechnical_hydrology_and_structural_review,validated_construction_commencement,0cf6c97286f62dc86414ae7aedb026a69faec4fb92a1b5dd85fd4fbb42273078
